Name,2021 Rank,2021 Count,2020 Rank,2020 Count,2019 Rank,2019 Count,2018 Rank,2018 Count,2017 Rank,2017 Count,2016 Rank,2016 Count,2015 Rank,2015 Count,2014 Rank,2014 Count,2013 Rank,2013 Count,2012 Rank,2012 Count,2011 Rank,2011 Count,2010 Rank,2010 Count,2009 Rank,2009 Count,2008 Rank,2008 Count,2007 Rank,2007 Count,2006 Rank,2006 Count,2005 Rank,2005 Count,2004 Rank,2004 Count,2003 Rank,2003 Count,2002 Rank,2002 Count,2001 Rank,2001 Count,2000 Rank,2000 Count,1999 Rank,1999 Count,1998 Rank,1998 Count,1997 Rank,1997 Count,1996 Rank,1996 Count
Cyprien,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,865",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Cyran,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,865",4,[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Cyril,"3,990",4,"2,228",9,[x],[x],"3,011",6,"1,812",13,"3,079",6,"3,373",5,"2,690",7,"4,685",3,"1,852",12,"3,300",5,"2,400",8,"3,227",5,"1,457",15,"2,435",7,"2,282",7,"1,617",11,"2,070",7,"2,189",6,"2,254",5,"1,949",6,"2,501",4,"2,943",3,"2,901",3,"2,859",3,"2,357",4
Cyro,"4,789",3,[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Cyron,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,629",7,[x],[x],[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Cyrus,650,56,679,50,707,47,801,40,613,59,928,32,779,41,730,44,692,47,592,59,638,52,598,56,544,62,567,58,677,42,462,69,615,43,655,37,695,31,781,24,728,24,491,40,603,29,813,19,629,26,573,29
Cyryl,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
D,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
D',[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],"2,857",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
D'Andre,"4,789",3,[x],[x],[x],[x],"3,412",5,[x],[x],"3,478",5,"3,373",5,[x],[x],"4,685",3,"2,721",7,"1,909",11,"3,865",4,"2,126",9,"3,158",5,"3,095",5,"3,385",4,"3,849",3,"2,070",7,"1,513",10,"1,411",10,"1,286",11,"1,552",8,"2,425",4,[x],[x],[x],[x],[x],[x]
D'Angelo,[x],[x],[x],[x],"3,411",5,"2,693",7,"2,734",7,"3,079",6,"3,373",5,[x],[x],"3,822",4,"3,039",6,"3,300",5,"2,629",7,"2,837",6,[x],[x],"3,095",5,[x],[x],"3,849",3,[x],[x],"3,467",3,[x],[x],"2,587",4,"2,501",4,"2,943",3,[x],[x],"2,859",3,[x],[x]
D'Arcy,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"1,703",7,[x],[x],"2,419",4,[x],[x],"2,020",5
D'Marco,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
D'Mari,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,941",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
D'Shaun,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Da'Ud,[x],[x],[x],[x],[x],[x],[x],[x],"3,449",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Da'Wud,[x],[x],[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daan,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daanish,"4,789",3,"4,608",3,"3,013",6,"2,693",7,"2,324",9,"2,804",7,"2,483",8,"2,964",6,"2,954",6,"2,117",10,"1,342",18,"1,407",17,"1,494",15,"1,706",12,"1,578",13,"1,127",19,"1,047",20,"1,160",16,642,34,722,26,983,16,881,18,"1,130",12,"1,110",12,"1,454",8,"2,357",4
Daaniyal,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,"3,467",3,[x],[x],"2,587",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daanyaal,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],"2,390",8,"2,036",10,"2,126",9,"1,511",14,"1,506",14,"1,469",13,891,25,749,30,833,24,559,37,460,45,579,32,621,28,813,19,845,18,"1,104",12
Daanyal,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,"3,865",4,"3,227",5,"3,687",4,"4,333",3,"2,538",6,"1,851",9,"1,878",8,"1,410",11,993,17,"2,220",5,"1,425",9,"2,097",5,"2,419",4,"2,022",5,[x],[x]
Daaron,[x],[x],[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daawood,[x],[x],[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daban,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dachi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dacian,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,023",4,"3,908",4,[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dacre,[x],[x],[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dade,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,587",4,"3,036",3,"2,097",5,"2,419",4,[x],[x],[x],[x]
Daegan,[x],[x],[x],[x],[x],[x],"3,959",4,[x],[x],[x],[x],[x],[x],"3,895",4,[x],[x],[x],[x],[x],[x],"3,332",5,[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daejon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daemon,[x],[x],[x],[x],"3,937",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Daevon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daffyd,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daffydd,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],"2,470",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dafi,[x],[x],[x],[x],"3,937",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dafyd,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Dafydd,"1,595",15,"1,635",14,"1,506",16,"1,158",23,"2,052",11,"1,498",17,"1,236",21,"1,093",25,954,30,901,33,"1,045",25,996,28,737,40,[x],[x],865,30,624,45,426,68,305,97,305,92,287,97,264,105,262,108,261,108,293,90,270,101,296,84
Dagan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,744",4,[x],[x],[x],[x],"2,870",5,"1,377",14,"2,070",7,"3,467",3,"2,636",4,"2,587",4,[x],[x],[x],[x],[x],[x],"2,337",4,[x],[x]
Dagim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dagmawi,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,"3,478",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daha,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dahat,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dahen,[x],[x],[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],"2,707",7,"3,895",4,"3,315",5,"3,987",4,"3,830",4,"4,678",3,"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dahir,[x],[x],[x],[x],[x],[x],[x],[x],"3,449",5,"4,810",3,[x],[x],"3,362",5,"4,685",3,[x],[x],[x],[x],"3,865",4,"3,744",4,"3,158",5,"3,589",4,"2,538",6,"3,208",4,"1,878",8,"2,857",4,"3,225",3,[x],[x],"3,036",3,[x],[x],"2,419",4,[x],[x],"2,863",3
Dahnish,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Dai,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daichi,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daijon,[x],[x],[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,987",4,[x],[x],"4,678",3,"3,744",4,"3,158",5,[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daim,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daimon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,895",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dain,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],"4,432",3,"3,589",4,"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,501",4,[x],[x],[x],[x],[x],[x],"2,357",4
Daine,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,009",4,"3,467",3,"3,225",3,"1,595",8,"2,501",4,[x],[x],"2,901",3,[x],[x],[x],[x]
Dainton,[x],[x],"3,334",5,"2,728",7,"4,749",3,"2,172",10,"2,556",8,"2,020",11,"1,327",19,"1,339",18,"1,191",22,"1,045",25,"1,029",27,667,46,"1,085",23,926,27,"1,744",10,"1,617",11,"1,410",12,"1,962",7,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daire,"3,451",5,[x],[x],"3,937",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,"3,039",6,[x],[x],"3,865",4,"4,527",3,"3,687",4,[x],[x],"4,052",3,[x],[x],[x],[x],"3,467",3,[x],[x],"2,587",4,[x],[x],"2,425",4,[x],[x],[x],[x],"2,020",5
Daithi,"3,990",4,"3,334",5,"4,702",3,"3,011",6,"3,996",4,"3,079",6,[x],[x],"4,632",3,[x],[x],"4,805",3,[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daiton,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,"3,908",4,"3,895",4,"2,216",9,"3,416",5,"2,892",6,"2,941",6,"2,544",7,"3,158",5,"4,333",3,"2,870",5,"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daivik,"3,017",6,"3,848",4,"3,937",4,[x],[x],[x],[x],"3,079",6,"4,747",3,"4,632",3,"3,822",4,"4,805",3,[x],[x],"3,865",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daiwik,"3,451",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,039",6,"4,647",3,[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daiyaan,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,744",4,[x],[x],[x],[x],[x],[x],"2,174",7,[x],[x],"3,467",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daiyan,[x],[x],"3,334",5,"4,702",3,"3,959",4,"4,812",3,"2,804",7,[x],[x],[x],[x],"3,822",4,"3,987",4,"2,613",7,"2,941",6,"3,227",5,[x],[x],"2,741",6,[x],[x],"3,849",3,"3,009",4,"3,467",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dajan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dajuan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dakarai,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,721",7,[x],[x],"3,332",5,[x],[x],[x],[x],"3,589",4,"3,385",4,[x],[x],"3,009",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dakari,"3,990",4,"2,682",7,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dakota,"1,860",12,"1,273",20,"3,013",6,"2,445",8,"2,734",7,"2,335",9,"2,319",9,"2,459",8,"4,685",3,"2,117",10,"2,039",10,"2,036",10,"1,981",10,"2,276",8,"1,885",10,"1,892",9,"1,716",10,"3,651",3,[x],[x],"2,005",6,"1,746",7,"1,703",7,"1,664",7,"2,419",4,"2,022",5,"1,765",6
Daksh,"2,301",9,"2,076",10,"1,869",12,"1,533",16,"2,052",11,"1,903",12,"2,150",10,"1,630",14,"1,706",13,"1,430",17,"1,600",14,"1,620",14,"2,126",9,"2,097",9,"2,741",6,"2,282",7,"2,418",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dale,"2,301",9,"2,076",10,"2,488",8,"1,610",15,"1,703",14,"1,570",16,996,29,"1,327",19,"1,294",19,"1,313",19,999,27,758,39,711,42,668,45,742,37,663,41,691,37,500,52,423,61,443,50,359,68,330,77,266,106,229,133,147,241,117,373
Daleep,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daler,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daley,"4,789",3,"3,848",4,"2,266",9,"2,693",7,"1,812",13,"1,627",15,"1,380",18,"1,281",20,"1,183",21,"1,669",14,"3,300",5,"3,332",5,"2,544",7,"2,276",8,"3,589",4,"2,538",6,"2,754",5,"1,878",8,"2,189",6,"2,254",5,"2,587",4,"3,036",3,"2,943",3,[x],[x],"2,337",4,"1,765",6
Dalha,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,589",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dali,[x],[x],[x],[x],"3,937",4,"3,959",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dalian,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,"2,357",4
Dalibor,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Daljit,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,134",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,863",3
Dallan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Dallas,"1,860",12,"1,548",15,"2,104",10,"2,693",7,"2,734",7,"1,704",14,"1,786",13,"1,819",12,"2,403",8,"1,669",14,"4,647",3,"2,400",8,"3,227",5,"2,775",6,"2,435",7,"2,538",6,"1,991",8,"3,651",3,"2,857",4,"3,225",3,"1,949",6,"1,889",6,[x],[x],"2,901",3,[x],[x],[x],[x]
Dalraj,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Dalton,719,48,544,68,469,86,531,74,581,65,597,60,543,70,520,73,655,51,695,48,565,62,970,29,923,29,916,29,684,41,663,41,535,50,532,49,479,50,463,47,495,41,596,31,454,47,419,51,386,58,535,32
Dalton-James,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Dalton-Lee,[x],[x],"3,848",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
